Date,Created timezone,Profile name,Profile URL,Profile followers,Profile ID,Post detail URL,Mentioned profiles ID,Collaborators,Content ID,Platform,Content type,Media type,Origin of the content,Title,Description,Author URL,Author ID,Author name,Content,Link URL,View on platform,Organic interactions,Total interactions,Organic interactions per 1000 followers,Interactions per 1000 followers,Grade,Last grade,Sentiment,Positive comments,Positive comments (%),Negative comments,Negative comments (%),Neutral comments,Neutral comments (%),Total reactions,Organic likes,Total comments,Save rate,Organic comments,Total shares,Deleted,Hidden,Spam,Unpublished,Saves,Engagements,Promoted post detection,Reactions - like,Reactions - love,Reactions - haha,Reactions - wow,Reactions - sad,Reactions - angry,Shared,Crosspost,Live,Crosspostable,Total reach,Paid reach,Organic reach,Total impressions,Paid impressions,Organic impressions,Impressions engagement rate,Reach engagement rate,Engaged users,Negative feedback,Lifetime post stories,Total likes,Total story likes,Total story comments,Total story shares,Post consumers,Post clicks,Photo views,Link clicks,Other clicks,Media views,Video play,Insights reactions - like,Insights reactions - love,Insights reactions - haha,Insights reactions - wow,Insights reactions - sad,Insights reactions - angry,Insights reactions,Video length (sec),Video view count,Total video view time (sec),Recorded,Views - auto-played,Views - click to play,Views - organic,Views - paid,Views - unique,Initial video views,10-second views,10-second views - auto-played,10-second views - click to play,10-second views - organic,10-second views - paid,10-second views - unique,30-second views,30-second views - auto-played,30-second views - click to play,30-second views - organic,30-second views - paid,30-second views - unique,Completed video views,Average completion (%),Average time watched (sec),Exits,Taps back,Taps forward,Completion rate,Labels,Label groups,Media tags,Insights video view count,Insights comments,Insights like count,Insights dislike count,Insights share count,Engagements - YouTube insights,Insights subscribers lost,Insights subscribers gained,Insights view time,Swipe up,Swipe down,Screenshots,Media view time,Avg. Video Views per Video
22/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,687095,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE3OTQ2NzEzNDQyMTI2MjQ2IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,17946713442126246,instagram,post,carousel,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"The UAE's air defence systems engaged four ballistic missiles and 25 drones launched from Iran earlier today, the Defence Ministry says.Since the start of the Iranian attacks on the Gulf, the UAE's air defences have engaged 345 ballistic missiles, 15 cruise missiles and 1,773 drones, the ministry added.",,https://www.instagram.com/p/DWL4Qa_jPaB/,427,427,0.621457,0.621457,C,,strongly positive,3,60%,1,20%,1,20%,416,416,11,,11,163,,,,,72,670,,,,,,,,,,,,31264,,31264,64781,,64781,1.03%,2.14%,,,,416,,,,,,,,,64781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1065990,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU2ODUwOTUyNTI2NjA0NjQiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035685095252660464,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"The UAE's air defence systems engaged four ballistic missiles and 25 drones launched from Iran earlier today, the Defence Ministry says. https://t.co/j0CJI4KBJ4",,https://twitter.com/20583993/status/2035685095252660464,,97,,0.0909952,,,no sentiment,0,0%,0,0%,1,100%,74,,1,,,22,,,,,,1222,,,,,,,,,,,,,,,9697,,9697,12.60%,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1065990,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU2ODUxMDI3NDM2MjYwNjgiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035685102743626068,twitter,reply,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,@TheNationalNews https://t.co/Wd3WRi1Vyf,,https://twitter.com/20583993/status/2035685102743626068,,5,,0.0046905,,,,,,,,,,4,,0,,,1,,,,,,44,,,,,,,,,,,,,,,1791,,1791,2.46%,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,687095,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MDk3NTA0ODUyOTc2Mjg5IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,thenationalbusiness,18097504852976289,instagram,collaboration,carousel,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"Passengers are paying the price for surging air travel costs linked to the Iran war, with some one-way flight fares from the UAE to India doubling to more than Dh3,000. Commercial planes heading into and out of the UAE and across the Gulf region have faced significant disruption since the conflict erupted at the end of February.Experts say global air fares are expected to keep rising as the Iran war restricts airspace and available flights to and from the Middle East.The National has spoken to would-be travellers and industry experts to discover what the future might hold.",,https://www.instagram.com/p/DWL4pS5jRr7/,380,380,0.5530531,0.5530531,C,,negative,0,0%,1,20%,4,80%,375,375,5,,5,349,,,,,69,805,,,,,,,,,,,,52772,,52772,147948,,147948,0.54%,1.53%,,,,375,,,,,,,,,147948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390780,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc1MDYwNjM0NjUwMzU3IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1375060634650357,facebook,post,photo,Brand's content,,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"Passengers are paying the price for surging air travel costs linked to the Iran war, with some one-way flight fares from the UAE to India doubling to more than Dh3,000. Commercial planes heading into and out of the UAE and across the Gulf region have faced significant disruption since the conflict erupted at the end of February.Experts say global air fares are expected to keep rising as the Iran war restricts airspace and available flights to and from the Middle East.The National has spoken to would-be travellers and industry experts to discover what the future might hold.",,https://www.facebook.com/148788988477345_1375060634650357,,30,,0.012548206,C,,no sentiment,0,0%,1,50%,1,50%,27,,2,,,1,,FALSE,FALSE,,,812,organic,24,1,1,1,0,0,,,,,18992,0,18992,27147,0,27147,2.99%,4.28%,,,31,27,28,2,1,,781,625,,156,27147,,25,1,1,1,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National News,https://www.tiktok.com/@thenationalnews,1623342,f7543525-1f92-513e-a59b-1ab9132d7362,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6Ijc2MjAwNDY3NDY4NTIzNzk5MjUiLCJwcm9maWxlSWQiOiJmNzU0MzUyNS0xZjkyLTUxM2UtYTU5Yi0xYWI5MTMyZDczNjIiLCJuZXR3b3JrIjoidGlrdG9rIn0=/overview,,,7620046746852379925,tiktok,post,video,Brand's content,,,,,,"Passengers are paying the price for surging air travel costs linked to the Iran war, with some one-way flight fares from the UAE to India doubling to more than Dh3,000. Commercial planes heading into and out of the UAE and across the Gulf region have faced significant disruption since the conflict erupted at the end of February. Experts say global air fares are expected to keep rising as the Iran war restricts airspace and available flights to and from the Middle East. The National has spoken to would-be travellers and industry experts to discover what the future might hold.",,https://www.tiktok.com/@thenationalnews/video/7620046746852379925?utm_campaign=tt4d_open_api&utm_source=6997404317372137474,,,,,,,,,,,,,,68,,3,,,4,,,,,,75,,,,,,,,,,,,7285,,,7891,,,,1.03%,,,,68,,,,,,,,,,,,,,,,,,0,7891,31742,,,,,,,,,,,,,,,,,,,,,,9,,,,3.83%,,,,,,,,,,,,,,,,,7891
22/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MDYxMzAyNjMyNjc5OTE1IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18061302632679915,instagram,story,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,,,,,,,,,,,,,,,,,,,0,,,15,,,,,,0,,,,,,,,,,,,15108,,15108,19188,,19188,0.00%,0.00%,,,,,,,,,,,,,19188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2731,491,10606,27.93%,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National News,https://www.tiktok.com/@thenationalnews,1623342,f7543525-1f92-513e-a59b-1ab9132d7362,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6Ijc2MjAwNDc5Njc4NzMxNTg0MjEiLCJwcm9maWxlSWQiOiJmNzU0MzUyNS0xZjkyLTUxM2UtYTU5Yi0xYWI5MTMyZDczNjIiLCJuZXR3b3JrIjoidGlrdG9rIn0=/overview,,,7620047967873158421,tiktok,post,video,Brand's content,,,,,,"The UAE's air defence systems engaged four ballistic missiles and 25 drones launched from Iran earlier today, the Defence Ministry says. Since the start of the Iranian attacks on the Gulf, the UAE's air defences have engaged 345 ballistic missiles, 15 cruise missiles and 1,773 drones, the ministry added.",,https://www.tiktok.com/@thenationalnews/video/7620047967873158421?utm_campaign=tt4d_open_api&utm_source=6997404317372137474,,,,,,,,,,,,,,1197,,60,,,54,,,,,,1311,,,,,,,,,,,,73995,,,82823,,,,1.77%,,,,1197,,,,,,,,,,,,,,,,,,0,82823,799607,,,,,,,,,,,,,,,,,,,,,,10,,,,32.31%,,,,,,,,,,,,,,,,,82823
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390780,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc1MDcxNDcxMzE1OTQwIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1375071471315940,facebook,post,link,Brand's content,Where to watch this year’s Oscar-winning films in the UAE | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"From indie screenings in Dubai to major streaming platforms and digital rentals, here's a selection of award-winning titles you can still watch",https://www.thenationalnews.com/arts-culture/film-tv/2026/03/22/where-to-watch-this-years-oscar-winning-films-in-the-uae/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1774180034,https://www.facebook.com/148788988477345_1375071471315940,,8,,0.003346188,D,,no sentiment,0,0%,0,0%,1,100%,7,,1,,,0,,FALSE,FALSE,,,36,organic,7,0,0,0,0,0,,,,,4235,0,4235,6130,0,6130,0.59%,0.85%,,,9,7,8,1,,,27,,17,10,6130,,8,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National News,https://www.tiktok.com/@thenationalnews,1623342,f7543525-1f92-513e-a59b-1ab9132d7362,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6Ijc2MjAwNTI1NzIyOTE3NjM0NzciLCJwcm9maWxlSWQiOiJmNzU0MzUyNS0xZjkyLTUxM2UtYTU5Yi0xYWI5MTMyZDczNjIiLCJuZXR3b3JrIjoidGlrdG9rIn0=/overview,,,7620052572291763477,tiktok,post,video,Brand's content,,,,,,"Flash floods sweep across Oman after intense thunderstorms, and the death toll rises to four. Authorities say heavy rain triggered dangerous conditions across several governorates, with vehicles caught in valleys and water surging through streets.",,https://www.tiktok.com/@thenationalnews/video/7620052572291763477?utm_campaign=tt4d_open_api&utm_source=6997404317372137474,,,,,,,,,,,,,,857,,16,,,209,,,,,,1082,,,,,,,,,,,,52250,,,55033,,,,2.07%,,,,857,,,,,,,,,,,,,,,,,,41,55033,313042,,,,,,,,,,,,,,,,,,,,,,6,,,,1.35%,Multimedia Team;raw wires,Format;claim your clicks,,,,,,,,,,,,,,,55033
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390780,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc1MDc3ODI3OTgxOTcxIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1375077827981971,facebook,post,reel,Brand's content,,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"Flash floods sweep across Oman after intense thunderstorms, and the death toll rises to four. Authorities say heavy rain triggered dangerous conditions across several governorates, with vehicles caught in valleys and water surging through streets.",,https://www.facebook.com/148788988477345_1375077827981971,,162,,0.067760313,B,,no sentiment,1,50%,0,0%,1,50%,140,,2,,,20,,FALSE,FALSE,,,515,organic,91,0,0,12,37,0,FALSE,FALSE,FALSE,FALSE,15543,0,15543,17109,0,17109,3.01%,3.31%,,,194,140,166,8,20,,321,,,321,17109,,109,,,16,41,,166,41,9311,128146,,8800,511,9311,0,8905,,,,,,,,1039,869,170,1039,0,1003,665,0.201137399,9,,,,,Multimedia Team;raw wires,Format;claim your clicks,,,,,,,,,,,,,,,9311
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1065994,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU2OTE5NjU2NTcwMjI2MTIiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035691965657022612,twitter,post,video,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"Flash floods sweep across Oman after intense thunderstorms, and the death toll rises to four. Authorities say heavy rain triggered dangerous conditions across several governorates, with vehicles caught in valleys and water surging through streets. https://t.co/8JDLybwcOu",,https://twitter.com/20583993/status/2035691965657022612,,27,,0.0253285,,,no sentiment,1,50%,0,0%,1,50%,23,,2,,,2,,,,,,82,,,,,,,,,,,,,,,6843,,6843,1.20%,,,,,23,,,,,,,,,,,,,,,,,,,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multimedia Team;raw wires,Format;claim your clicks,,,,,,,,,,,,,,,2847
22/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,324581,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTp1Z2NQb3N0Ojc0NDE0NTc2NTgyNzQwNzg3MjEiLCJwcm9maWxlSWQiOiJ1cm46bGk6b3JnYW5pemF0aW9uOjUzNTY2MyIsIm5ldHdvcmsiOiJsaW5rZWRpbiJ9/overview,,,7441457658274078721,linkedin,post,video,Brand's content,,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"Flash floods sweep across Oman after intense thunderstorms, and the death toll rises to four. Authorities say heavy rain triggered dangerous conditions across several governorates, with vehicles caught in valleys and water surging through streets.",,https://www.linkedin.com/feed/update/urn:li:ugcPost:7441457658274078721/,,61,,0.187934599,,,,,,,,,,61,61,0,,0,3,,,,,,880,,,,,,,,,,,,,,,18708,,18708,4.70%,,,,,61,,,,,816,,,,,,,,,,,,61,,10202,129720,,,,,,9826,,,,,,,,,,,,,,,,,,,,,Multimedia Team;raw wires,Format;claim your clicks,,,0,,,,,,,,,,,,10202
22/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,687132,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MTk3MTY2NzQyMzQ1MjU0IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,18197166742345254,instagram,post,reel,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"Flash floods sweep across Oman after intense thunderstorms, and the death toll rises to four. Authorities say heavy rain triggered dangerous conditions across several governorates, with vehicles caught in valleys and water surging through streets.",,https://www.instagram.com/reel/DWL7X_tmsZA/,621,621,0.9037565,0.9037565,C,,negative,0,0%,4,57%,3,43%,614,614,7,,7,470,,,,,40,1131,,,,,,,,,,,,36291,,36291,45895,,45895,2.46%,3.12%,,,,614,,,,,,,,,45895,,,,,,,,,,45895,,,,,45895,,,,,,,,,,,,,,,,,,,,,,,Multimedia Team;raw wires,Format;claim your clicks,,,,,,,,,,,,,,,45895
22/03/2026,UTC +04:00,The National News,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,723000,UCGYf0VFdlSTzcJghW9z1DAA,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6Ikx1dnpSYlVSN2VzIiwicHJvZmlsZUlkIjoiVUNHWWYwVkZkbFNUemNKZ2hXOXoxREFBIiwibmV0d29yayI6InlvdXR1YmUifQ==/overview,,,LuvzRbUR7es,youtube,post,video,Brand's content,Flash floods sweep across Oman after intense thunderstorms,,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,UCGYf0VFdlSTzcJghW9z1DAA,The National News,"Flash floods sweep across Oman after intense thunderstorms, and the death toll rises to four. Authorities say heavy rain triggered dangerous conditions across several governorates, with vehicles caught in valleys and water surging through streets.",,https://www.youtube.com/watch?v=LuvzRbUR7es,,102,,0.1410788,,,,,,,,,,99,,3,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,41,6311,258751,,,,,,,,,,,,,,,,,,,,,32.74283855,14,,,,,Multimedia Team;raw wires,Format;claim your clicks,,5846,3,96,2,48,149,0,3,78480,,,,,6311
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1066003,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU2OTY0MDMzNjQ2MTAxMTQiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035696403364610114,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Best photos of March 22: From elections in France to Nowruz in Syria https://t.co/uMIfL9vjNg,,https://twitter.com/20583993/status/2035696403364610114,,2,,0.0018762,,,,,,,,,,2,,0,,,0,,,,,,20,,,,,,,,,,,,,,,1596,,1596,1.25%,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390780,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc1MDk2NTk0NjQ2NzYxIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1375096594646761,facebook,post,link,Brand's content,EU envoy to Gulf calls on Iran to stop 'unjustified' attacks across region | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,Luigi Di Maio stresses bloc's 'concrete support' for Gulf states – and warns of humanitarian crisis over Hormuz,https://www.thenationalnews.com/news/mena/2026/03/22/eu-envoy-to-gulf-calls-on-iran-to-stop-unjustified-attacks-across-region/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1774175806,https://www.facebook.com/148788988477345_1375096594646761,,14,,0.005855829,D,,,,,,,,,14,,0,,,0,,FALSE,FALSE,,,47,organic,14,0,0,0,0,0,,,,,6261,0,6261,8859,0,8859,0.53%,0.75%,,,14,14,14,,,,33,,17,16,8859,,14,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1066010,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU3MDIzMTE0MTkyNzM2ODIiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035702311419273682,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"UAE weather: Heavy rain, strong winds and dusty conditions for week ahead https://t.co/6NHJG5qrP5",,https://twitter.com/20583993/status/2035702311419273682,,31,,0.0290804,,,no sentiment,1,50%,0,0%,1,50%,21,,2,,,8,,,,,,177,,,,,,,,,,,,,,,6499,,6499,2.72%,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2390780,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzc1MTE0MDc0NjQ1MDEzIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1375114074645013,facebook,post,photo,Brand's content,,The Emirates is set for a period of unstable weather,https://www.facebook.com/TheNationalNews,148788988477345,The National,The Emirates is set for a period of unstable weather,,https://www.facebook.com/148788988477345_1375114074645013,,137,,0.057303474,B,,no sentiment,0,0%,0,0%,1,100%,130,,2,,,5,,FALSE,FALSE,,,599,organic,122,0,4,2,2,0,,,,,31959,0,31959,45612,0,45612,1.31%,1.87%,,,141,130,134,2,5,,458,128,,330,45612,,126,,4,2,2,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1066024,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU3MTMxMDM1MjI4MzY4NzYiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035713103522836876,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,Palestinians injured in wave of settler attacks across northern West Bank https://t.co/bjLKNCZNBL,,https://twitter.com/20583993/status/2035713103522836876,,12,,0.0112568,,,,,,,,,,8,,0,,,4,,,,,,22,,,,,,,,,,,,,,,1677,,1677,1.31%,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National Sport,https://www.facebook.com/TheNationalSport,4065,925247217543142,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjkyNTI0NzIxNzU0MzE0Ml8xODc3OTU3MjM5ODIzNzcyIiwicHJvZmlsZUlkIjoiOTI1MjQ3MjE3NTQzMTQyIiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,925247217543142_1877957239823772,facebook,post,link,Brand's content,Best horse in the world Calandagan given green light to travel to Dubai World Cup | The National,,https://www.facebook.com/TheNationalSport,925247217543142,The National Sport,His participation had been in doubt due to the conflict in the Middle East,https://www.thenationalnews.com/sport/2026/03/22/calandagan-dubai-world-cup/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1774179813,https://www.facebook.com/925247217543142_1877957239823772,,0,,0,B,,,,,,,,,0,,0,,,0,,FALSE,FALSE,,,0,organic,0,0,0,0,0,0,,,,,8,0,8,14,0,14,0.00%,0.00%,,,,0,,,,,0,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National Sport,https://twitter.com/NatSportUAE,9584,2996901234,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU3MjY1OTAwNjQwODMxOTkiLCJwcm9maWxlSWQiOiIyOTk2OTAxMjM0IiwibmV0d29yayI6InR3aXR0ZXIifQ==/overview,2996901234,,2035726590064083199,twitter,post,link,Brand's content,,,https://twitter.com/NatSportUAE,2996901234,The National Sport,Best horse in the world Calandagan given green light to travel to Dubai World Cup | The National https://t.co/hYtUDsG0XZ,,https://twitter.com/2996901234/status/2035726590064083199,,0,,0,,,,,,,,,,0,,0,,,0,,,,,,9,,,,,,,,,,,,,,,168,,168,5.36%,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1066055,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMzU3NDIzMzQyNTI0Mjk2MjkiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2035742334252429629,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,One Nation. One People: Abu Dhabi campaign to celebrate harmony of UAE https://t.co/k5y82rQ7fd,,https://twitter.com/20583993/status/2035742334252429629,,15,,0.0140706,,,,,,,,,,11,,0,,,4,,,,,,51,,,,,,,,,,,,,,,2272,,2272,2.24%,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22/03/2026,UTC +04:00,The National Sport,https://www.facebook.com/TheNationalSport,4065,925247217543142,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjkyNTI0NzIxNzU0MzE0Ml8xODc4MDM0MTc2NDgyNzQ1IiwicHJvZmlsZUlkIjoiOTI1MjQ3MjE3NTQzMTQyIiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,925247217543142_1878034176482745,facebook,post,link,Brand's content,Filipina star Alex Eala raises her game to enter Miami Open Round of 16 | The National,,https://www.facebook.com/TheNationalSport,925247217543142,The National Sport,Eala completes straight sets win over Magda Linette,https://www.thenationalnews.com/sport/tennis/2026/03/22/filipina-star-alex-eala-raises-her-game-to-enter-miami-open-round-of-16/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1774193592,https://www.facebook.com/925247217543142_1878034176482745,,0,,0,B,,,,,,,,,0,,0,,,0,,FALSE,FALSE,,,0,organic,0,0,0,0,0,0,,,,,8,0,8,10,0,10,0.00%,0.00%,,,,0,,,,,0,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
